village,state,district,date,report_time,patient_age_group,patient_gender,diarrhea_cases,fever_cases,vomiting_cases,stomach_pain_cases,dehydration_cases,nausea_cases,headache_cases,weakness_cases,asha_worker_id,clinic_reports,villager_self_reports,total_population,households_affected,severity_level
Tamenglong Rural,Manipur,Manipur_District_1,2023-12-18,2023-10-07 09:45:00,6-18,Female,6,0,4,0,1,2,1,1,ASHA_2222,3,4,2584,27,Mild
Karimganj Village,Assam,Assam_District_1,2023-12-14,2023-11-04 08:18:00,0-5,Female,3,1,3,3,2,1,1,2,ASHA_7947,3,4,3329,24,Mild
Saitual Rural,Mizoram,Mizoram_District_1,2023-07-26,2023-05-28 06:56:00,19-60,Female,0,0,5,2,1,2,0,0,ASHA_8652,0,6,2040,16,Mild
Resubelpara Rural,Meghalaya,Meghalaya_District_1,2023-11-16,2023-08-23 07:31:00,6-18,Female,3,2,1,2,1,1,1,1,ASHA_4734,4,2,3898,18,Mild
Khliehriat Village,Meghalaya,Meghalaya_District_3,2024-02-17,2023-11-06 06:39:00,60+,Male,0,3,0,2,1,1,3,2,ASHA_6677,2,7,2468,11,Severe
Ziro Village,Arunachal Pradesh,Arunachal Pradesh_District_1,2023-04-17,2023-01-14 06:03:00,19-60,Male,11,5,1,5,4,1,1,4,ASHA_7274,2,4,4047,29,Moderate
Nongpoh Village,Meghalaya,Meghalaya_District_1,2023-12-03,2023-09-15 15:40:00,19-60,Female,4,4,0,5,2,1,2,4,ASHA_7074,3,7,2485,23,Moderate
Churachandpur Village,Manipur,Manipur_District_2,2023-05-06,2023-02-02 10:50:00,6-18,Male,3,2,3,2,2,1,1,2,ASHA_2223,4,4,4166,23,Mild
Jorhat Village,Assam,Assam_District_3,2023-12-05,2023-12-01 06:21:00,0-5,Female,6,1,0,4,2,1,2,2,ASHA_9275,0,5,3334,26,Mild
Ziro Village,Arunachal Pradesh,Arunachal Pradesh_District_1,2023-11-22,2023-10-20 07:20:00,6-18,Male,6,4,6,3,3,3,0,2,ASHA_2754,1,5,2322,29,Severe
Pakyong Village,Sikkim,Sikkim_District_1,2023-05-27,2023-04-28 13:45:00,0-5,Female,6,3,5,2,1,0,0,2,ASHA_7538,0,1,4838,23,Moderate
Gangtok Rural,Sikkim,Sikkim_District_2,2023-05-27,2023-03-10 10:48:00,19-60,Male,3,3,0,3,1,0,4,2,ASHA_6834,0,7,4612,11,Mild
Ziro Village,Arunachal Pradesh,Arunachal Pradesh_District_3,2023-08-16,2023-05-18 06:20:00,6-18,Male,5,0,7,2,2,1,1,2,ASHA_6056,3,6,4070,27,Mild
Gyalshing Rural,Sikkim,Sikkim_District_1,2023-11-20,2023-11-02 08:12:00,0-5,Male,4,0,1,2,0,0,0,1,ASHA_3399,0,0,1806,21,Moderate
Gangtok Rural,Sikkim,Sikkim_District_3,2023-12-08,2023-11-15 11:02:00,0-5,Female,7,0,4,4,4,1,0,3,ASHA_3585,1,1,2907,23,Severe
Khliehriat Village,Meghalaya,Meghalaya_District_3,2023-04-29,2023-03-01 07:42:00,19-60,Male,2,7,0,2,1,0,3,2,ASHA_6989,3,0,2712,27,Mild
Tawang Rural,Arunachal Pradesh,Arunachal Pradesh_District_2,2023-09-29,2023-06-05 19:31:00,0-5,Female,4,6,9,6,7,5,2,5,ASHA_7863,4,2,4792,28,Severe
Singtam Village,Sikkim,Sikkim_District_2,2023-12-14,2023-12-13 19:33:00,60+,Female,2,1,2,0,0,0,2,0,ASHA_9755,0,1,785,9,Mild
Jowai Rural,Meghalaya,Meghalaya_District_2,2023-05-05,2023-01-20 18:42:00,19-60,Female,1,2,1,0,0,0,1,1,ASHA_9326,0,6,3574,18,Mild
Resubelpara Rural,Meghalaya,Meghalaya_District_3,2023-02-01,2023-01-08 07:23:00,19-60,Male,3,1,0,6,2,1,1,1,ASHA_1954,1,5,536,9,Moderate
Nagaon Rural,Assam,Assam_District_2,2023-12-26,2023-11-24 19:08:00,6-18,Male,9,3,1,3,2,2,3,3,ASHA_7718,3,1,3018,18,Mild
Guwahati Rural,Assam,Assam_District_3,2023-11-13,2023-08-29 12:05:00,0-5,Female,5,4,7,4,6,4,3,4,ASHA_7493,4,5,2712,31,Severe
Belonia Rural,Tripura,Tripura_District_2,2023-09-25,2023-06-30 11:52:00,0-5,Male,15,3,3,8,7,3,2,6,ASHA_4553,0,2,3387,31,Mild
Namchi Village,Sikkim,Sikkim_District_1,2023-06-22,2023-03-09 12:06:00,19-60,Male,6,9,5,3,3,0,2,3,ASHA_9789,3,6,4126,33,Moderate
Baghmara Rural,Meghalaya,Meghalaya_District_1,2023-11-08,2023-11-07 17:39:00,19-60,Female,3,7,4,1,1,1,3,2,ASHA_6769,0,4,916,29,Mild
Namchi Village,Sikkim,Sikkim_District_3,2023-02-22,2023-02-16 15:39:00,0-5,Male,1,6,2,0,1,2,1,1,ASHA_1671,2,4,1783,19,Mild
Singtam Village,Sikkim,Sikkim_District_1,2023-12-18,2023-10-22 06:55:00,19-60,Male,0,6,5,0,0,0,3,1,ASHA_4608,2,0,3492,24,Moderate
Serchhip Village,Mizoram,Mizoram_District_1,2024-01-28,2023-11-22 13:30:00,0-5,Male,7,6,2,5,4,2,5,6,ASHA_4875,2,0,1348,27,Mild
Khliehriat Village,Meghalaya,Meghalaya_District_3,2023-03-29,2023-02-25 17:28:00,6-18,Male,3,8,2,1,1,1,2,2,ASHA_9194,1,4,4414,26,Mild
Tura Village,Meghalaya,Meghalaya_District_1,2024-03-04,2023-12-19 07:22:00,19-60,Female,5,3,4,2,2,1,3,2,ASHA_9624,4,6,3303,27,Mild
Resubelpara Rural,Meghalaya,Meghalaya_District_1,2023-08-05,2023-07-04 16:33:00,0-5,Male,8,7,6,5,6,4,2,4,ASHA_5535,4,2,2162,31,Moderate
Jiribam Village,Manipur,Manipur_District_3,2024-03-03,2023-11-13 18:53:00,0-5,Female,1,4,0,3,3,1,2,3,ASHA_5576,4,1,1890,17,Moderate
Tuensang Village,Nagaland,Nagaland_District_2,2023-07-15,2023-06-23 06:38:00,19-60,Female,0,4,6,1,3,3,5,2,ASHA_1155,1,2,1569,23,Mild
Imphal Rural,Manipur,Manipur_District_1,2023-06-05,2023-03-19 14:23:00,60+,Female,10,1,0,5,2,0,1,2,ASHA_2540,3,0,2814,17,Mild
Tura Village,Meghalaya,Meghalaya_District_1,2024-02-21,2023-12-19 07:22:00,19-60,Female,1,7,6,2,2,1,3,2,ASHA_9624,4,6,3303,21,Mild
Rangpo Rural,Sikkim,Sikkim_District_1,2023-02-04,2023-01-22 06:53:00,0-5,Male,8,4,7,3,3,1,2,3,ASHA_3378,3,3,798,24,Mild
Aizawl Rural,Mizoram,Mizoram_District_1,2023-11-20,2023-09-09 19:50:00,6-18,Female,9,12,8,7,7,4,4,7,ASHA_6138,0,5,1292,36,Severe
Jorhat Village,Assam,Assam_District_2,2023-02-09,2023-01-22 19:23:00,6-18,Female,6,2,1,3,2,1,0,2,ASHA_1165,2,1,3926,20,Moderate
Silchar Village,Assam,Assam_District_3,2023-04-13,2023-02-07 11:02:00,6-18,Male,7,0,0,6,3,0,2,3,ASHA_5898,0,2,2870,26,Severe
Jorhat Village,Assam,Assam_District_3,2024-02-15,2023-12-01 06:21:00,0-5,Female,4,1,0,4,2,1,2,2,ASHA_9275,0,5,3334,23,Mild
Udaipur Village,Tripura,Tripura_District_2,2023-09-23,2023-09-14 13:34:00,19-60,Male,4,0,10,1,2,3,1,1,ASHA_5918,0,1,3992,30,Mild
Saitual Rural,Mizoram,Mizoram_District_1,2023-11-19,2023-10-24 09:21:00,19-60,Male,4,4,1,1,1,0,2,1,ASHA_6236,4,2,2307,21,Moderate
Resubelpara Rural,Meghalaya,Meghalaya_District_3,2023-05-22,2023-04-16 11:42:00,19-60,Female,7,4,0,4,3,0,3,4,ASHA_8909,4,1,1155,18,Moderate
Gangtok Rural,Sikkim,Sikkim_District_1,2023-10-11,2023-06-22 12:09:00,19-60,Male,2,3,5,1,2,2,2,2,ASHA_2146,1,7,2026,19,Mild
Imphal Rural,Manipur,Manipur_District_1,2023-12-05,2023-11-08 07:05:00,6-18,Male,5,6,5,5,1,0,1,2,ASHA_9178,3,0,2989,32,Severe
Gangtok Rural,Sikkim,Sikkim_District_1,2023-12-27,2023-09-08 15:25:00,0-5,Female,13,4,4,7,4,1,3,6,ASHA_1061,4,7,2211,39,Mild
Khliehriat Village,Meghalaya,Meghalaya_District_2,2023-05-16,2023-03-13 08:00:00,19-60,Male,4,2,5,3,3,3,1,2,ASHA_8845,1,2,4613,30,Mild
Jowai Rural,Meghalaya,Meghalaya_District_1,2024-03-07,2023-11-15 18:50:00,0-5,Female,6,0,5,0,1,0,0,1,ASHA_1671,1,4,551,21,Moderate
Jorhat Village,Assam,Assam_District_2,2024-01-18,2023-10-11 07:21:00,6-18,Male,6,2,4,4,5,3,3,4,ASHA_8593,2,5,1406,23,Moderate
Wokha Rural,Nagaland,Nagaland_District_3,2024-01-15,2023-12-11 06:01:00,19-60,Female,4,10,0,0,1,2,2,2,ASHA_8262,1,5,3059,26,Mild
Phek Rural,Nagaland,Nagaland_District_3,2024-02-09,2023-12-04 19:41:00,60+,Female,3,4,1,2,0,0,1,1,ASHA_9876,4,1,1033,12,Mild
Tura Village,Meghalaya,Meghalaya_District_1,2023-09-21,2023-06-27 19:47:00,6-18,Male,4,14,8,4,4,3,10,7,ASHA_1412,0,0,3811,31,Mild
Kailashahar Village,Tripura,Tripura_District_2,2023-09-05,2023-08-26 15:20:00,6-18,Female,6,0,1,3,2,0,2,2,ASHA_2394,3,2,934,11,Mild
Nagaon Rural,Assam,Assam_District_2,2023-09-29,2023-07-12 09:53:00,6-18,Female,6,3,13,3,8,9,1,3,ASHA_8190,3,1,4753,37,Mild
Pakyong Village,Sikkim,Sikkim_District_2,2023-08-24,2023-06-30 09:53:00,6-18,Female,0,4,2,2,1,1,1,1,ASHA_2205,1,0,3450,13,Mild
Wokha Rural,Nagaland,Nagaland_District_3,2023-07-22,2023-07-17 12:21:00,6-18,Female,17,5,4,10,9,4,3,8,ASHA_6410,0,3,3842,41,Moderate
Kolasib Rural,Mizoram,Mizoram_District_1,2023-04-25,2023-01-11 12:49:00,60+,Male,3,9,6,3,1,0,4,3,ASHA_5576,2,0,2996,28,Moderate
Williamnagar Village,Meghalaya,Meghalaya_District_3,2023-09-20,2023-08-19 14:57:00,19-60,Male,3,2,5,3,1,1,6,2,ASHA_5539,2,0,789,26,Moderate
Lawngtlai Village,Mizoram,Mizoram_District_1,2024-02-26,2023-11-13 14:19:00,6-18,Female,5,3,2,3,3,0,2,3,ASHA_5823,3,2,4167,15,Mild
Nagaon Rural,Assam,Assam_District_2,2023-05-07,2023-04-12 07:40:00,0-5,Male,6,3,5,5,4,2,1,2,ASHA_9917,3,6,2078,23,Mild
Williamnagar Village,Meghalaya,Meghalaya_District_2,2023-03-29,2023-01-23 08:44:00,60+,Male,6,3,0,3,3,1,5,3,ASHA_8579,2,1,4982,16,Mild
Rangpo Rural,Sikkim,Sikkim_District_1,2023-08-02,2023-06-18 13:18:00,19-60,Female,4,13,2,3,1,2,9,5,ASHA_4566,2,0,3056,29,Mild
Amarpur Village,Tripura,Tripura_District_2,2023-10-05,2023-06-20 12:50:00,6-18,Female,7,1,5,5,3,0,2,3,ASHA_5688,2,5,1916,25,Moderate
Serchhip Village,Mizoram,Mizoram_District_3,2024-01-21,2023-09-29 07:10:00,0-5,Female,11,2,0,5,2,0,5,4,ASHA_9548,3,6,554,19,Mild
Kohima Rural,Nagaland,Nagaland_District_2,2023-08-14,2023-05-14 08:13:00,19-60,Female,2,3,2,2,1,1,0,2,ASHA_1140,4,1,3683,21,Mild
Gyalshing Rural,Sikkim,Sikkim_District_2,2024-01-19,2023-10-10 06:37:00,6-18,Female,5,0,2,4,3,0,0,3,ASHA_3029,1,5,4246,26,Severe
Mokokchung Rural,Nagaland,Nagaland_District_3,2024-03-02,2023-12-01 17:48:00,0-5,Female,1,5,2,0,0,1,2,1,ASHA_7565,0,7,2388,12,Mild
Shillong Rural,Meghalaya,Meghalaya_District_1,2023-12-22,2023-11-17 15:02:00,19-60,Male,9,1,4,4,2,0,1,2,ASHA_7321,4,4,2702,19,Moderate
Nongpoh Village,Meghalaya,Meghalaya_District_2,2023-10-02,2023-06-14 13:04:00,0-5,Female,6,10,8,5,4,1,2,5,ASHA_1598,4,2,2992,43,Moderate
Mangan Village,Sikkim,Sikkim_District_3,2023-04-17,2023-02-12 09:52:00,0-5,Female,3,6,3,2,1,1,1,1,ASHA_3211,4,3,3779,26,Mild
Tezpur Village,Arunachal Pradesh,Arunachal Pradesh_District_2,2024-01-15,2023-12-05 12:28:00,19-60,Female,4,1,5,1,2,1,2,2,ASHA_9679,1,4,2135,28,Mild
Ziro Village,Arunachal Pradesh,Arunachal Pradesh_District_2,2023-07-04,2023-06-11 16:33:00,0-5,Male,15,0,3,10,8,1,1,7,ASHA_4058,0,6,3092,33,Mild
Dimapur Village,Nagaland,Nagaland_District_3,2023-10-03,2023-07-10 16:46:00,0-5,Male,9,2,2,4,3,1,2,3,ASHA_4392,2,1,3148,28,Mild
Phek Rural,Nagaland,Nagaland_District_1,2023-09-16,2023-08-13 16:55:00,19-60,Male,6,1,4,2,2,2,1,2,ASHA_3401,1,5,3412,17,Mild
Amarpur Village,Tripura,Tripura_District_1,2023-07-09,2023-04-22 18:10:00,6-18,Male,2,7,3,4,1,0,1,2,ASHA_3336,0,2,973,24,Mild
Lunglei Village,Mizoram,Mizoram_District_1,2023-02-20,2023-02-12 12:15:00,6-18,Female,4,7,3,3,1,0,6,3,ASHA_7382,1,5,3121,23,Mild
Jorethang Rural,Sikkim,Sikkim_District_2,2024-01-30,2023-11-15 15:13:00,0-5,Male,0,4,2,3,2,2,0,1,ASHA_6813,3,5,4055,23,Mild
Gangtok Rural,Sikkim,Sikkim_District_1,2023-12-19,2023-10-03 15:10:00,6-18,Female,5,2,3,4,3,5,0,2,ASHA_1233,0,1,3292,14,Moderate
Resubelpara Rural,Meghalaya,Meghalaya_District_2,2023-08-04,2023-06-02 15:58:00,0-5,Male,6,1,4,4,6,3,0,3,ASHA_7825,4,7,3324,15,Mild
Baghmara Rural,Meghalaya,Meghalaya_District_3,2023-07-09,2023-04-21 19:23:00,19-60,Male,4,4,0,5,2,1,5,3,ASHA_2028,2,7,631,20,Mild
Naharlagun Village,Arunachal Pradesh,Arunachal Pradesh_District_1,2023-07-24,2023-03-27 17:47:00,0-5,Female,0,6,3,1,1,0,2,1,ASHA_1471,3,7,2479,28,Mild
Zunheboto Village,Nagaland,Nagaland_District_3,2024-03-31,2023-12-22 07:21:00,6-18,Male,6,5,3,5,3,1,2,3,ASHA_9165,3,7,522,33,Moderate
Champhai Rural,Mizoram,Mizoram_District_2,2023-11-17,2023-09-25 12:53:00,0-5,Male,7,11,3,6,4,0,7,9,ASHA_5464,1,2,3378,34,Moderate
Dimapur Village,Nagaland,Nagaland_District_2,2023-12-16,2023-09-03 14:40:00,0-5,Male,4,4,4,1,3,3,1,1,ASHA_4786,0,7,2764,22,Mild
Tezpur Rural,Assam,Assam_District_1,2023-06-23,2023-03-01 10:26:00,60+,Female,1,2,0,2,1,1,1,1,ASHA_7174,3,3,1357,11,Mild
Silchar Village,Assam,Assam_District_1,2023-05-01,2023-04-11 11:59:00,0-5,Female,4,1,5,3,3,2,0,2,ASHA_5261,0,3,3692,29,Moderate
Kolasib Rural,Mizoram,Mizoram_District_3,2023-02-19,2023-01-07 07:54:00,0-5,Female,5,0,2,1,1,1,1,1,ASHA_2333,3,2,2262,13,Moderate
Dibrugarh Rural,Assam,Assam_District_2,2023-05-16,2023-02-16 16:25:00,0-5,Male,5,2,3,2,3,2,1,1,ASHA_6968,4,2,1495,16,Mild
Jorhat Village,Assam,Assam_District_2,2023-03-12,2023-01-09 18:51:00,6-18,Female,7,5,2,3,2,0,4,3,ASHA_6757,4,7,2018,26,Moderate
Mokokchung Rural,Nagaland,Nagaland_District_2,2023-01-23,2023-01-06 16:39:00,19-60,Female,8,5,3,2,1,0,3,3,ASHA_1645,4,0,3469,26,Mild
Gyalshing Rural,Sikkim,Sikkim_District_1,2023-10-28,2023-09-01 16:19:00,19-60,Female,18,6,3,15,8,0,3,9,ASHA_3721,0,0,995,38,Mild
Khowai Village,Tripura,Tripura_District_3,2024-01-17,2023-12-03 10:45:00,19-60,Male,5,6,3,0,0,1,5,3,ASHA_2239,0,2,4833,32,Mild
Jorethang Rural,Sikkim,Sikkim_District_2,2023-05-06,2023-02-07 17:15:00,60+,Female,0,3,5,1,1,2,1,1,ASHA_1211,1,6,1441,16,Moderate
Bishnupur Rural,Manipur,Manipur_District_3,2024-02-16,2023-12-16 12:34:00,19-60,Female,7,7,0,4,2,1,2,4,ASHA_6858,1,0,1217,32,Moderate
Champhai Rural,Mizoram,Mizoram_District_3,2023-09-13,2023-08-27 08:37:00,0-5,Female,10,8,5,9,6,0,5,8,ASHA_4260,3,3,1430,30,Mild
Mokokchung Rural,Nagaland,Nagaland_District_2,2023-08-27,2023-08-21 06:36:00,6-18,Female,2,3,8,1,3,3,3,2,ASHA_8608,0,4,2017,22,Mild
Lawngtlai Village,Mizoram,Mizoram_District_3,2023-04-30,2023-03-26 08:52:00,19-60,Male,10,6,0,6,3,0,2,4,ASHA_8848,2,2,1896,20,Mild
Barpeta Village,Assam,Assam_District_1,2023-07-15,2023-06-26 14:28:00,0-5,Female,8,3,6,4,3,1,3,3,ASHA_7740,1,6,1487,31,Moderate
Nongpoh Village,Meghalaya,Meghalaya_District_1,2024-01-06,2023-09-23 14:17:00,0-5,Male,5,2,2,1,2,1,1,2,ASHA_9376,4,7,4092,26,Mild
Pakyong Village,Sikkim,Sikkim_District_2,2023-09-08,2023-08-06 16:49:00,0-5,Male,4,6,4,2,1,0,3,3,ASHA_9447,3,1,1004,32,Moderate
Zunheboto Village,Nagaland,Nagaland_District_2,2023-04-09,2023-01-23 13:10:00,0-5,Female,1,1,4,0,0,1,2,1,ASHA_2942,1,6,4111,12,Mild
Udaipur Village,Tripura,Tripura_District_2,2023-09-30,2023-09-14 13:34:00,19-60,Male,2,4,4,1,2,3,1,1,ASHA_5918,0,1,3992,26,Mild
Churachandpur Village,Manipur,Manipur_District_3,2023-06-26,2023-05-04 12:06:00,0-5,Male,4,0,3,2,1,1,3,2,ASHA_9257,1,6,3030,13,Mild
Mangan Village,Sikkim,Sikkim_District_2,2023-08-26,2023-05-06 13:27:00,19-60,Male,4,9,3,2,1,1,7,5,ASHA_2198,3,4,1790,30,Mild
Itanagar Rural,Arunachal Pradesh,Arunachal Pradesh_District_3,2023-11-30,2023-09-14 10:01:00,6-18,Female,16,2,9,12,8,3,2,8,ASHA_3108,4,1,1154,42,Mild
Karimganj Village,Assam,Assam_District_3,2023-09-16,2023-08-12 14:32:00,19-60,Female,8,1,8,3,6,7,2,2,ASHA_4228,0,3,677,23,Moderate
Tuensang Village,Nagaland,Nagaland_District_3,2023-03-31,2023-01-01 10:01:00,60+,Male,0,8,5,2,1,1,3,2,ASHA_8513,0,3,2085,18,Moderate
Tawang Rural,Arunachal Pradesh,Arunachal Pradesh_District_2,2023-11-06,2023-09-07 07:04:00,6-18,Female,8,1,13,6,9,11,2,3,ASHA_7906,3,2,4133,27,Severe
Kohima Rural,Nagaland,Nagaland_District_1,2023-12-20,2023-11-22 07:58:00,19-60,Female,1,3,0,1,1,0,0,1,ASHA_2016,0,2,1419,19,Moderate
Dharmanagar Rural,Tripura,Tripura_District_3,2023-06-10,2023-02-11 14:22:00,19-60,Male,4,9,2,3,1,0,3,2,ASHA_4412,3,5,4811,28,Mild
Agartala Rural,Tripura,Tripura_District_2,2024-01-14,2023-09-24 09:20:00,19-60,Male,7,7,8,2,4,7,2,3,ASHA_4962,3,0,3892,27,Mild
Khliehriat Village,Meghalaya,Meghalaya_District_3,2023-08-09,2023-06-02 11:56:00,60+,Male,10,7,4,6,7,4,4,7,ASHA_4114,3,1,3952,33,Moderate
Hnahthial Village,Mizoram,Mizoram_District_1,2023-06-01,2023-05-28 14:51:00,19-60,Female,3,0,3,1,1,0,0,1,ASHA_1484,4,6,2674,22,Moderate
Tezpur Village,Arunachal Pradesh,Arunachal Pradesh_District_3,2023-12-14,2023-10-26 10:12:00,0-5,Female,7,3,4,3,3,0,2,3,ASHA_2383,3,1,2543,21,Moderate
Ziro Village,Arunachal Pradesh,Arunachal Pradesh_District_2,2023-04-12,2023-02-09 19:33:00,0-5,Male,0,4,3,2,1,1,2,2,ASHA_7598,0,7,2720,20,Mild
Imphal Rural,Manipur,Manipur_District_3,2023-10-01,2023-06-12 10:47:00,0-5,Male,4,7,7,3,6,5,5,5,ASHA_2713,3,2,1232,26,Mild
Imphal Rural,Manipur,Manipur_District_3,2023-06-28,2023-04-01 17:52:00,19-60,Male,4,3,6,1,3,5,0,1,ASHA_1994,1,7,1048,21,Mild
Kiphire Village,Nagaland,Nagaland_District_1,2023-04-07,2023-03-11 09:56:00,6-18,Female,0,4,1,5,1,2,2,2,ASHA_1782,0,3,1860,15,Mild
Hnahthial Village,Mizoram,Mizoram_District_1,2023-03-15,2023-01-13 06:58:00,0-5,Male,2,4,4,3,2,2,4,3,ASHA_3757,4,4,2503,19,Mild
Belonia Rural,Tripura,Tripura_District_1,2023-03-28,2023-03-06 06:43:00,6-18,Female,8,3,3,5,2,0,3,3,ASHA_9172,3,4,2975,25,Mild
Dimapur Village,Nagaland,Nagaland_District_2,2023-03-18,2023-01-20 17:32:00,0-5,Female,6,4,2,2,1,1,3,2,ASHA_5027,1,2,1241,19,Mild
Lunglei Village,Mizoram,Mizoram_District_2,2024-01-26,2023-11-23 16:19:00,0-5,Male,4,3,0,1,1,1,1,1,ASHA_4311,0,7,1287,17,Moderate
Kiphire Village,Nagaland,Nagaland_District_3,2023-10-22,2023-08-22 14:47:00,19-60,Male,12,6,5,7,7,5,2,5,ASHA_3897,4,3,3989,36,Mild
Barpeta Village,Assam,Assam_District_3,2023-05-21,2023-03-31 10:33:00,19-60,Male,3,10,7,0,3,4,3,2,ASHA_5279,2,0,1187,30,Mild
Silchar Village,Assam,Assam_District_3,2023-07-13,2023-05-21 19:25:00,0-5,Female,7,4,10,4,6,5,2,3,ASHA_7402,2,4,3661,35,Severe
Saitual Rural,Mizoram,Mizoram_District_1,2023-08-05,2023-05-02 10:29:00,0-5,Male,4,3,7,3,3,2,1,2,ASHA_5075,4,0,631,19,Mild
Mokokchung Rural,Nagaland,Nagaland_District_3,2023-03-21,2023-01-19 14:19:00,0-5,Female,4,5,7,2,3,1,2,3,ASHA_2481,2,0,4568,22,Mild
Baghmara Rural,Meghalaya,Meghalaya_District_2,2023-10-24,2023-10-19 18:17:00,19-60,Female,2,2,6,2,3,3,1,2,ASHA_6787,0,5,1950,27,Moderate
Jorhat Village,Assam,Assam_District_1,2023-05-30,2023-03-02 12:40:00,6-18,Male,6,2,3,2,1,1,0,1,ASHA_6409,1,7,1892,22,Mild
Guwahati Rural,Assam,Assam_District_3,2023-04-21,2023-02-06 09:01:00,60+,Male,6,2,0,2,2,2,1,2,ASHA_3032,3,5,4873,21,Mild
Senapati Rural,Manipur,Manipur_District_3,2024-02-07,2023-11-16 07:58:00,60+,Female,6,0,3,2,1,0,1,1,ASHA_3415,4,6,4773,24,Mild
Williamnagar Village,Meghalaya,Meghalaya_District_2,2023-04-18,2023-01-23 08:44:00,60+,Male,5,5,0,3,3,1,5,3,ASHA_8579,2,1,4982,16,Mild
Mokokchung Rural,Nagaland,Nagaland_District_3,2023-02-16,2023-01-26 14:41:00,0-5,Male,4,2,3,3,3,4,2,2,ASHA_6929,4,7,4782,28,Mild
Senapati Rural,Manipur,Manipur_District_3,2024-03-17,2023-11-22 18:21:00,0-5,Female,9,4,7,6,2,0,0,2,ASHA_3422,3,2,1949,30,Severe
Mokokchung Rural,Nagaland,Nagaland_District_1,2023-11-20,2023-07-25 17:17:00,6-18,Male,12,6,9,7,8,5,2,6,ASHA_8597,3,7,4262,45,Mild
Nongpoh Village,Meghalaya,Meghalaya_District_1,2023-07-26,2023-07-08 16:15:00,6-18,Female,12,7,0,7,4,0,5,7,ASHA_9982,3,1,3348,29,Mild
Pasighat Rural,Arunachal Pradesh,Arunachal Pradesh_District_2,2023-07-08,2023-06-11 19:03:00,60+,Male,8,11,7,4,6,7,5,7,ASHA_7741,4,5,745,36,Mild
Bishnupur Rural,Manipur,Manipur_District_2,2023-04-03,2023-03-04 14:27:00,19-60,Female,5,0,2,2,3,2,3,2,ASHA_1214,4,7,1091,20,Moderate
Kailashahar Village,Tripura,Tripura_District_3,2024-01-13,2023-09-19 15:55:00,19-60,Female,7,1,2,4,4,1,1,4,ASHA_2387,3,1,4908,17,Severe
Kohima Rural,Nagaland,Nagaland_District_3,2023-10-13,2023-06-24 18:59:00,0-5,Male,10,10,9,9,7,4,5,8,ASHA_1919,1,4,3171,42,Mild
Williamnagar Village,Meghalaya,Meghalaya_District_2,2023-08-14,2023-07-13 13:26:00,0-5,Male,9,8,6,4,3,1,5,5,ASHA_4818,3,4,4312,42,Mild
Nagaon Rural,Assam,Assam_District_2,2023-10-08,2023-07-24 19:22:00,0-5,Female,12,5,4,5,4,1,1,4,ASHA_4487,2,1,2846,35,Mild
Serchhip Village,Mizoram,Mizoram_District_3,2023-07-02,2023-06-03 07:23:00,19-60,Male,5,4,5,1,3,3,5,4,ASHA_2387,4,5,3400,19,Moderate
Dibrugarh Rural,Assam,Assam_District_1,2023-02-20,2023-02-15 16:05:00,19-60,Female,2,2,0,3,1,1,1,2,ASHA_9330,2,1,1139,19,Moderate
Gyalshing Rural,Sikkim,Sikkim_District_3,2023-11-02,2023-10-05 06:29:00,0-5,Male,4,5,4,2,1,1,3,3,ASHA_5959,2,6,3222,17,Moderate
Tawang Rural,Arunachal Pradesh,Arunachal Pradesh_District_3,2023-04-25,2023-04-15 06:37:00,6-18,Male,6,3,5,2,2,2,0,0,ASHA_3423,1,2,4530,19,Moderate
Bomdila Rural,Arunachal Pradesh,Arunachal Pradesh_District_2,2023-12-05,2023-08-26 12:23:00,60+,Female,0,4,0,0,2,3,2,1,ASHA_1236,0,6,4296,12,Moderate
Churachandpur Village,Manipur,Manipur_District_3,2024-01-28,2023-10-26 10:01:00,19-60,Male,7,4,9,5,5,2,2,4,ASHA_4735,4,0,2100,28,Moderate
Amarpur Village,Tripura,Tripura_District_1,2023-08-05,2023-07-14 08:43:00,6-18,Female,8,8,3,4,3,1,4,4,ASHA_2371,2,1,3283,23,Mild
Namchi Village,Sikkim,Sikkim_District_2,2023-09-22,2023-07-16 10:21:00,19-60,Female,10,5,7,6,6,3,2,5,ASHA_6008,3,1,1905,26,Moderate
Roing Village,Arunachal Pradesh,Arunachal Pradesh_District_1,2023-05-21,2023-04-26 09:40:00,0-5,Female,8,10,6,1,2,1,5,3,ASHA_8944,0,7,759,40,Mild
Kolasib Rural,Mizoram,Mizoram_District_3,2024-01-08,2023-11-01 10:46:00,6-18,Male,3,1,3,4,2,0,2,2,ASHA_3252,2,0,2582,18,Mild
Dimapur Village,Nagaland,Nagaland_District_2,2023-08-22,2023-05-07 12:08:00,19-60,Male,3,0,5,4,3,2,0,2,ASHA_8429,2,7,4695,15,Mild
Lunglei Village,Mizoram,Mizoram_District_2,2023-09-19,2023-06-06 06:31:00,19-60,Female,7,5,4,3,4,3,2,3,ASHA_3508,4,1,4172,26,Mild
Roing Village,Arunachal Pradesh,Arunachal Pradesh_District_1,2024-01-31,2023-10-23 17:48:00,6-18,Male,3,2,1,6,3,1,2,4,ASHA_4183,0,1,1633,21,Mild
