village,state,date,water_source_id,water_source_type,latitude,longitude,pH,turbidity_ntu,bacteria_ecoli_cfu_100ml,bacteria_coliform_cfu_100ml,dissolved_oxygen_mg_l,nitrates_mg_l,phosphates_mg_l,heavy_metals_mg_l,chlorine_residual_mg_l,fluoride_mg_l,arsenic_mg_l,test_method,testing_agency,is_potable,contamination_level,depth_meters
Nagaon Rural,Assam,2023-10-08,WS_30517,Pond,26.273604,90.178691,6.24,41.511,2051.26,1719.0,3.5,54.6,10.16,0.44,0.26,0.9,0.014,Lab Analysis,Agency_4,0,High,
Amarpur Village,Tripura,2023-07-25,WS_18060,River,28.946584,92.790612,5.3,37.667,971.387,3982.0,2.0,161.8,5.02,1.2,1.07,1.46,0.018,IoT Sensor,Agency_7,0,High,
Champhai Rural,Mizoram,2023-12-01,WS_77230,Pond,27.731314,88.767741,5.95,27.188,139.298,3475.0,2.4,170.7,8.29,1.07,1.89,0.33,0.025,IoT Sensor,Agency_4,0,High,
Roing Village,Arunachal Pradesh,2023-06-06,WS_76471,Pond,23.620862,92.312092,8.21,5.515,19.608,35.0,6.4,8.1,0.43,0.024,1.02,0.67,0.029,IoT Sensor,Agency_8,0,Safe,
Pasighat Rural,Arunachal Pradesh,2023-06-27,WS_57856,Well,26.817063,91.668749,6.95,8.234,1.323,89.0,6.6,27.8,2.42,0.023,0.65,1.11,0.03,IoT Sensor,Agency_7,0,Safe,35.0
Aizawl Rural,Mizoram,2023-08-18,WS_73127,Well,27.514195,94.107178,7.3,4.689,7.805,23.0,7.1,36.0,2.07,0.027,0.42,1.24,0.039,Lab Analysis,Agency_2,1,Safe,72.0
Nongpoh Village,Meghalaya,2023-06-26,WS_43354,Pond,25.364382,88.649133,7.49,7.901,15.222,48.0,6.5,11.0,1.79,0.027,1.06,0.48,0.02,Water Testing Kit,Agency_7,0,Safe,
Jiribam Village,Manipur,2023-08-03,WS_42828,Well,28.174037,90.590964,5.37,126.488,1598.658,2924.0,2.1,184.9,8.82,0.97,0.88,0.27,0.012,IoT Sensor,Agency_3,0,High,130.0
Kiphire Village,Nagaland,2023-04-12,WS_17005,Piped Supply,25.363379,92.68902,6.57,4.757,7.5,66.0,6.2,33.2,2.33,0.015,0.39,0.28,0.018,Lab Analysis,Agency_7,1,Safe,
Jowai Rural,Meghalaya,2023-03-19,WS_74708,Well,24.20929,91.53283,6.22,4.422,32.368,78.0,7.1,5.6,1.28,0.047,1.61,0.18,0.05,IoT Sensor,Agency_8,1,Safe,57.0
Bishnupur Rural,Manipur,2023-11-27,WS_52669,Well,26.271958,96.242887,5.3,19.702,2064.423,2618.0,2.2,65.6,11.68,0.99,0.38,0.45,0.019,Lab Analysis,Agency_8,0,High,111.0
Champhai Rural,Mizoram,2023-01-13,WS_46337,River,23.726509,92.158132,5.78,72.297,1422.793,207.0,2.4,181.2,11.65,0.95,0.46,0.5,0.024,IoT Sensor,Agency_5,0,High,
Churachandpur Village,Manipur,2023-09-20,WS_66442,Piped Supply,23.856124,95.922847,8.64,3.025,26.258,54.0,5.5,23.2,0.97,0.013,1.76,1.13,0.036,Water Testing Kit,Agency_9,1,Safe,
Khliehriat Village,Meghalaya,2023-11-10,WS_90112,Pond,24.302546,89.523434,6.49,25.736,2304.671,978.0,3.0,121.1,21.78,1.49,0.17,0.17,0.035,IoT Sensor,Agency_5,0,High,
Kolasib Rural,Mizoram,2023-06-05,WS_17934,Well,23.163455,93.725988,5.3,34.044,2125.535,4731.0,3.7,104.8,19.52,1.67,0.63,0.83,0.006,Lab Analysis,Agency_7,0,High,59.0
Teliamura Rural,Tripura,2023-05-30,WS_19414,River,28.795597,90.084823,7.59,3.902,16.629,3.0,7.7,40.5,2.79,0.029,0.98,0.47,0.019,IoT Sensor,Agency_2,1,Safe,
Williamnagar Village,Meghalaya,2023-08-17,WS_33052,Tube Well,26.234472,89.256592,8.32,9.278,46.232,67.0,5.8,27.1,1.65,0.017,0.06,0.11,0.048,Water Testing Kit,Agency_2,0,Safe,83.0
Belonia Rural,Tripura,2023-01-15,WS_10150,Tube Well,23.362197,93.644011,8.0,3.696,11.016,36.0,7.9,15.1,2.39,0.034,0.12,0.35,0.01,Water Testing Kit,Agency_3,1,Safe,14.0
Kolasib Rural,Mizoram,2024-03-23,WS_16767,Well,27.854319,93.097975,6.7,7.771,55.452,11.0,5.6,41.6,2.31,0.002,1.86,0.04,0.047,IoT Sensor,Agency_8,0,Safe,38.0
Hnahthial Village,Mizoram,2023-08-25,WS_28618,Pond,27.691639,93.338607,8.75,6.85,48.212,25.0,7.2,44.9,0.97,0.049,0.62,1.22,0.01,IoT Sensor,Agency_7,0,Safe,
Serchhip Village,Mizoram,2023-10-03,WS_71919,Tube Well,27.908863,96.076507,7.52,5.406,59.651,23.0,7.8,38.2,2.33,0.028,1.87,1.12,0.042,Water Testing Kit,Agency_3,1,Safe,75.0
Udaipur Village,Tripura,2023-09-20,WS_49972,Spring,25.04778,94.980292,7.4,4.234,44.356,74.0,7.8,0.5,0.6,0.011,1.86,0.47,0.023,IoT Sensor,Agency_3,1,Safe,
Agartala Rural,Tripura,2023-05-28,WS_94115,Pond,23.86968,91.444357,5.3,30.536,1999.198,3650.0,1.2,126.0,16.19,1.05,1.96,0.82,0.035,Lab Analysis,Agency_6,0,High,
Jiribam Village,Manipur,2023-06-29,WS_57054,Pond,25.427604,88.098741,7.77,5.726,56.543,99.0,6.0,16.0,1.45,0.027,1.75,0.99,0.009,Water Testing Kit,Agency_3,0,Safe,
Lawngtlai Village,Mizoram,2023-04-07,WS_54870,Piped Supply,26.968296,91.440224,7.34,8.288,35.65,20.0,7.7,36.1,2.28,0.03,0.83,1.29,0.036,Water Testing Kit,Agency_3,0,Safe,
Wokha Rural,Nagaland,2023-12-20,WS_86065,River,28.328386,92.643504,8.05,2.168,38.86,78.0,7.2,36.3,1.89,0.014,1.12,1.27,0.047,Water Testing Kit,Agency_2,1,Safe,
Imphal Rural,Manipur,2023-06-02,WS_83526,Piped Supply,23.844568,95.132703,7.96,4.199,36.27,47.0,6.0,38.1,2.08,0.03,0.5,0.38,0.014,Water Testing Kit,Agency_4,1,Safe,
Mokokchung Rural,Nagaland,2023-07-07,WS_16961,Piped Supply,26.2119,94.303605,6.98,2.432,51.49,45.0,6.9,0.5,0.81,0.044,1.83,0.65,0.022,Water Testing Kit,Agency_9,1,Safe,
Bomdila Rural,Arunachal Pradesh,2023-06-03,WS_77738,Tube Well,24.965182,92.697478,7.4,5.548,60.084,96.0,8.4,8.1,1.78,0.022,0.91,0.78,0.015,Water Testing Kit,Agency_4,0,Safe,71.0
Mangan Village,Sikkim,2023-08-05,WS_37705,Pond,25.189636,93.270593,5.3,31.749,1209.092,3214.0,1.8,67.2,13.78,1.93,0.42,1.02,0.027,Lab Analysis,Agency_4,0,High,
Rangpo Rural,Sikkim,2023-08-07,WS_28149,River,27.16452,92.509929,6.45,4.651,31.791,41.0,8.7,38.2,2.38,0.014,1.58,0.39,0.044,IoT Sensor,Agency_8,1,Safe,
Nongpoh Village,Meghalaya,2024-01-05,WS_50033,Piped Supply,24.037604,93.82765,5.41,89.24,2216.981,1201.0,3.7,180.7,10.64,1.41,0.24,0.98,0.014,Water Testing Kit,Agency_9,0,High,
Tuensang Village,Nagaland,2023-04-29,WS_99897,Well,26.250542,94.881309,6.86,7.878,54.166,70.0,8.6,24.7,1.44,0.026,0.7,0.14,0.03,IoT Sensor,Agency_3,0,Safe,161.0
Jorhat Village,Assam,2023-12-14,WS_62937,Well,26.371196,92.668589,8.31,1.861,17.993,6.0,7.0,39.2,1.63,0.018,0.78,0.35,0.008,Lab Analysis,Agency_1,1,Safe,117.0
Udaipur Village,Tripura,2023-12-15,WS_62717,River,25.445145,95.756868,8.13,6.055,56.508,94.0,7.1,32.3,1.44,0.045,0.13,0.48,0.047,IoT Sensor,Agency_1,0,Safe,
Nongpoh Village,Meghalaya,2023-08-16,WS_68782,Tube Well,25.181139,88.223738,5.3,100.362,1200.178,2881.0,3.8,155.0,21.54,1.56,1.33,1.04,0.05,Water Testing Kit,Agency_7,0,High,107.0
Serchhip Village,Mizoram,2023-08-25,WS_14876,Pond,27.856288,89.425347,5.3,47.303,1924.259,2208.0,2.7,103.6,23.61,1.73,0.08,1.34,0.038,IoT Sensor,Agency_1,0,High,
Gyalshing Rural,Sikkim,2023-10-12,WS_27733,Tube Well,28.538024,90.854935,6.88,4.465,54.409,37.0,6.3,30.9,2.12,0.032,1.59,0.53,0.025,IoT Sensor,Agency_5,1,Safe,19.0
Jiribam Village,Manipur,2023-12-24,WS_25933,River,24.124839,94.32601,5.91,56.161,258.035,2527.0,1.4,169.9,8.43,1.82,1.0,0.74,0.027,Lab Analysis,Agency_2,0,High,
Belonia Rural,Tripura,2023-10-26,WS_27625,Piped Supply,23.529649,89.531161,7.26,6.77,1.214,87.0,5.0,20.3,2.64,0.021,0.76,0.56,0.003,Water Testing Kit,Agency_8,0,Safe,
Shillong Rural,Meghalaya,2023-10-23,WS_81341,River,28.673104,90.955281,5.3,72.036,917.449,2361.0,2.6,136.0,16.65,0.23,1.58,0.34,0.033,Water Testing Kit,Agency_9,0,High,
Tuensang Village,Nagaland,2023-09-12,WS_76285,Well,27.146203,88.584604,7.07,9.111,8.131,23.0,7.6,43.6,2.2,0.006,1.78,0.63,0.009,Water Testing Kit,Agency_4,0,Safe,120.0
Teliamura Rural,Tripura,2023-10-15,WS_53678,River,28.794401,95.204554,5.43,57.621,915.935,2468.0,3.0,79.9,15.76,1.64,1.19,1.12,0.026,IoT Sensor,Agency_1,0,High,
Bomdila Rural,Arunachal Pradesh,2023-02-12,WS_28654,Spring,28.44419,89.646738,7.61,3.736,7.282,36.0,6.3,3.5,2.35,0.021,0.9,0.32,0.011,Lab Analysis,Agency_6,1,Safe,
Khowai Village,Tripura,2024-01-28,WS_28472,Well,24.101262,93.42383,6.58,8.318,52.931,11.0,7.7,30.1,1.49,0.001,1.78,0.6,0.008,IoT Sensor,Agency_1,0,Safe,91.0
Tura Village,Meghalaya,2023-11-15,WS_96742,Piped Supply,23.305593,94.183424,7.26,5.3,61.074,71.0,8.3,24.0,1.63,0.043,0.77,1.16,0.047,IoT Sensor,Agency_4,1,Safe,
Singtam Village,Sikkim,2024-01-30,WS_34076,Piped Supply,23.963318,93.212978,8.57,9.799,30.231,43.0,5.1,42.2,0.39,0.023,1.24,1.35,0.008,Water Testing Kit,Agency_3,0,Safe,
Agartala Rural,Tripura,2023-10-29,WS_46298,Piped Supply,25.627563,88.90823,7.79,3.008,43.711,51.0,5.6,40.3,0.38,0.049,1.74,1.06,0.047,IoT Sensor,Agency_5,1,Safe,
Thoubal Village,Manipur,2023-05-28,WS_77060,Well,25.857343,95.460306,7.75,1.868,14.453,21.0,8.6,31.5,2.65,0.046,0.66,0.03,0.017,Lab Analysis,Agency_9,1,Safe,79.0
Barpeta Village,Assam,2023-10-26,WS_85012,Well,28.143939,91.270498,6.72,6.295,17.0,21.0,5.4,44.1,0.18,0.007,1.59,0.75,0.026,IoT Sensor,Agency_2,0,Safe,86.0
Jorhat Village,Assam,2023-10-10,WS_76135,Well,23.793294,88.289936,8.01,9.426,17.83,56.0,8.1,6.7,2.56,0.02,0.38,1.07,0.009,Water Testing Kit,Agency_5,0,Safe,43.0
Tuensang Village,Nagaland,2023-03-09,WS_83640,Well,26.745727,96.274762,6.69,3.418,1.179,26.0,8.6,20.1,0.22,0.032,0.84,1.0,0.022,Lab Analysis,Agency_4,1,Safe,5.0
Tamenglong Rural,Manipur,2023-02-04,WS_75861,River,24.56227,88.662672,8.11,6.368,1.218,90.0,7.3,41.4,2.89,0.023,0.9,1.03,0.049,Lab Analysis,Agency_4,0,Safe,
Jorethang Rural,Sikkim,2023-12-20,WS_69346,Well,26.663111,96.547757,5.42,78.709,887.189,410.0,3.3,191.8,21.21,1.7,1.23,0.29,0.01,Lab Analysis,Agency_2,0,High,156.0
Teliamura Rural,Tripura,2023-05-23,WS_28830,Piped Supply,25.087195,93.933434,6.6,4.842,28.212,1.0,8.3,4.7,0.34,0.002,0.11,1.29,0.016,IoT Sensor,Agency_9,1,Safe,
Rangpo Rural,Sikkim,2023-11-13,WS_15063,Piped Supply,25.865268,89.063346,5.32,103.396,2452.593,2200.0,2.7,194.9,14.1,0.55,1.45,0.77,0.015,IoT Sensor,Agency_8,0,High,
Resubelpara Rural,Meghalaya,2023-11-19,WS_56349,Tube Well,28.610708,91.728833,6.84,7.758,66.794,21.0,8.1,36.3,0.92,0.025,1.25,1.37,0.029,Water Testing Kit,Agency_2,0,Safe,75.0
Kailashahar Village,Tripura,2023-04-19,WS_47606,Well,25.203852,93.207184,7.33,8.072,5.546,73.0,6.2,16.8,1.05,0.018,1.97,0.37,0.028,Water Testing Kit,Agency_4,0,Safe,58.0
Champhai Rural,Mizoram,2023-08-23,WS_90600,Well,28.954554,93.787181,8.14,9.211,22.821,75.0,5.2,32.5,0.12,0.017,0.0,0.19,0.012,Lab Analysis,Agency_5,0,Safe,108.0
Kohima Rural,Nagaland,2023-09-04,WS_72720,Pond,25.929957,88.925142,5.3,21.1,2455.733,831.0,1.9,197.9,23.55,0.18,0.34,0.47,0.004,Water Testing Kit,Agency_1,0,High,
Tezpur Village,Arunachal Pradesh,2023-03-05,WS_72188,Tube Well,23.609948,88.86372,6.63,7.529,6.748,21.0,8.8,16.3,0.17,0.026,1.01,0.5,0.008,IoT Sensor,Agency_2,0,Safe,162.0
Tura Village,Meghalaya,2024-03-29,WS_10092,Tube Well,27.287319,88.615631,5.3,82.956,1599.79,986.0,3.9,151.5,12.43,0.77,1.31,1.2,0.045,Water Testing Kit,Agency_9,0,High,84.0
Serchhip Village,Mizoram,2023-09-07,WS_65380,Pond,24.543054,94.987687,5.3,73.192,2699.809,4222.0,3.4,134.0,12.2,1.73,1.03,1.34,0.028,IoT Sensor,Agency_4,0,High,
Jorhat Village,Assam,2023-12-20,WS_16661,Piped Supply,25.306794,88.242529,7.61,7.287,32.689,94.0,6.5,40.6,0.18,0.042,1.52,0.91,0.033,IoT Sensor,Agency_9,0,Safe,
Jiribam Village,Manipur,2024-01-18,WS_16241,River,26.205482,93.616535,5.3,30.387,1972.851,2012.0,2.4,54.8,5.67,0.6,0.73,0.16,0.013,Water Testing Kit,Agency_3,0,High,
Roing Village,Arunachal Pradesh,2023-05-14,WS_65931,Pond,23.824848,96.851552,7.12,6.835,3.595,16.0,8.6,4.9,0.74,0.002,0.12,0.43,0.039,Water Testing Kit,Agency_3,0,Safe,
Jorethang Rural,Sikkim,2024-01-14,WS_33611,Well,26.910112,94.155061,6.87,6.502,54.496,78.0,8.5,0.1,0.53,0.041,1.71,0.43,0.04,IoT Sensor,Agency_9,0,Safe,176.0
Tawang Rural,Arunachal Pradesh,2023-11-03,WS_44651,Tube Well,28.959109,94.560874,6.92,0.329,32.368,25.0,6.7,25.1,2.17,0.021,1.55,0.79,0.011,Water Testing Kit,Agency_6,1,Safe,86.0
Tuensang Village,Nagaland,2023-04-24,WS_16910,Well,23.903943,90.4194,6.98,1.089,5.786,24.0,7.2,6.7,0.65,0.025,1.84,0.99,0.023,IoT Sensor,Agency_1,1,Safe,136.0
Williamnagar Village,Meghalaya,2023-12-25,WS_55398,Piped Supply,26.172537,91.1727,8.0,3.179,45.5,98.0,7.8,43.6,0.07,0.013,1.81,0.78,0.023,IoT Sensor,Agency_4,1,Safe,
Singtam Village,Sikkim,2023-09-23,WS_85912,Tube Well,25.144714,93.121483,5.3,85.416,1207.618,3702.0,3.0,150.1,13.41,0.2,1.25,1.33,0.016,Lab Analysis,Agency_4,0,High,45.0
Tezpur Village,Arunachal Pradesh,2023-09-01,WS_64825,Pond,25.69359,92.473719,6.23,73.658,1722.396,1606.0,3.3,191.5,14.68,0.33,1.53,1.03,0.04,Water Testing Kit,Agency_2,0,High,
Lunglei Village,Mizoram,2023-10-17,WS_43074,Piped Supply,24.689718,94.225573,5.5,72.312,1842.763,2100.0,2.7,113.6,19.27,0.25,0.18,0.32,0.037,Water Testing Kit,Agency_1,0,High,
Lunglei Village,Mizoram,2023-06-25,WS_86989,River,26.721543,94.044478,8.25,8.231,11.412,11.0,7.4,31.7,1.02,0.049,1.58,0.49,0.006,Lab Analysis,Agency_3,0,Safe,
Williamnagar Village,Meghalaya,2023-09-21,WS_62435,Well,23.220873,88.081511,7.52,8.446,19.329,47.0,8.8,17.6,2.13,0.014,0.18,1.23,0.024,Water Testing Kit,Agency_9,0,Safe,11.0
Silchar Village,Assam,2023-12-14,WS_25259,Piped Supply,25.194029,94.311326,7.4,0.229,17.825,67.0,6.8,11.9,0.69,0.001,0.13,1.33,0.045,Lab Analysis,Agency_2,1,Safe,
Ziro Village,Arunachal Pradesh,2023-05-08,WS_10352,Piped Supply,24.333856,90.949043,6.03,94.3,1914.698,2852.0,3.9,118.8,24.73,1.78,0.11,1.4,0.006,IoT Sensor,Agency_4,0,High,
Teliamura Rural,Tripura,2023-06-17,WS_28830,Piped Supply,25.087195,93.933434,6.62,4.543,26.947,1.0,8.3,4.7,0.34,0.002,0.11,1.29,0.016,IoT Sensor,Agency_9,1,Safe,
Churachandpur Village,Manipur,2023-04-07,WS_53194,Piped Supply,26.464503,95.86145,7.59,9.107,62.345,34.0,8.5,17.5,1.5,0.031,0.71,0.36,0.024,IoT Sensor,Agency_8,0,Safe,
Khliehriat Village,Meghalaya,2023-12-28,WS_31959,Piped Supply,26.364404,93.698381,6.98,2.372,27.268,95.0,6.2,36.7,0.66,0.007,0.76,0.65,0.027,IoT Sensor,Agency_6,1,Safe,
Churachandpur Village,Manipur,2023-08-01,WS_13554,Well,26.394581,91.047229,7.46,7.468,71.393,4.0,5.2,30.3,1.04,0.01,0.42,1.5,0.017,Lab Analysis,Agency_4,0,Safe,142.0
Williamnagar Village,Meghalaya,2023-06-28,WS_80686,Piped Supply,26.724785,95.950295,5.52,30.675,1196.258,2243.0,2.4,156.6,6.62,0.61,1.94,1.33,0.049,Water Testing Kit,Agency_9,0,High,
Bishnupur Rural,Manipur,2023-07-26,WS_33036,Well,23.543255,89.636547,8.28,5.846,37.05,75.0,6.7,22.2,1.68,0.049,0.31,0.31,0.002,Lab Analysis,Agency_1,0,Safe,130.0
Shillong Rural,Meghalaya,2024-01-24,WS_24475,Well,26.084957,89.56954,7.67,7.117,24.891,0.0,6.5,27.1,2.21,0.028,1.89,1.24,0.007,Lab Analysis,Agency_7,0,Safe,65.0
Mokokchung Rural,Nagaland,2023-07-11,WS_87462,Piped Supply,26.125947,92.215862,8.52,10.161,11.533,12.0,8.5,17.2,1.07,0.027,0.16,0.44,0.021,Water Testing Kit,Agency_6,0,Safe,
Williamnagar Village,Meghalaya,2023-07-31,WS_62435,Well,23.220873,88.081511,7.51,8.398,21.176,47.0,8.8,17.6,2.13,0.014,0.18,1.23,0.024,Water Testing Kit,Agency_9,0,Safe,11.0
Singtam Village,Sikkim,2023-10-24,WS_85912,Tube Well,25.144714,93.121483,5.3,76.166,1044.883,3702.0,3.0,150.1,13.41,0.2,1.25,1.33,0.016,Lab Analysis,Agency_4,0,High,45.0
Ukhrul Village,Manipur,2023-07-16,WS_76795,Tube Well,28.739743,88.925624,7.87,7.217,18.602,37.0,7.2,17.3,1.47,0.023,0.68,0.01,0.041,Water Testing Kit,Agency_7,0,Safe,99.0
Rangpo Rural,Sikkim,2023-11-05,WS_66817,Spring,26.768462,91.647682,8.0,1.578,14.003,28.0,6.7,25.7,2.05,0.004,1.04,0.89,0.008,Water Testing Kit,Agency_7,1,Safe,
Tamenglong Rural,Manipur,2023-06-09,WS_37683,Well,24.006317,93.356963,5.3,37.119,2438.711,1089.0,3.0,67.8,16.87,0.93,1.64,1.07,0.049,Water Testing Kit,Agency_9,0,High,33.0
Jiribam Village,Manipur,2023-12-13,WS_96452,Pond,25.938167,88.648893,6.42,8.71,15.945,31.0,6.5,9.3,2.43,0.003,0.07,0.78,0.002,Lab Analysis,Agency_1,0,Safe,
Rangpo Rural,Sikkim,2023-08-27,WS_37106,Tube Well,26.768197,92.470793,5.47,75.529,2850.558,2392.0,2.6,70.7,14.16,0.75,0.4,1.1,0.046,IoT Sensor,Agency_2,0,High,87.0
Ziro Village,Arunachal Pradesh,2023-12-14,WS_46798,Well,28.159241,88.65647,6.06,26.112,272.446,1476.0,2.1,108.2,8.84,1.88,1.43,1.04,0.015,Lab Analysis,Agency_9,0,High,139.0
Bishnupur Rural,Manipur,2023-06-15,WS_63958,Well,25.08528,93.876352,7.51,6.333,53.85,82.0,5.6,35.7,2.03,0.041,1.37,0.68,0.043,Lab Analysis,Agency_6,0,Safe,74.0
Senapati Rural,Manipur,2023-04-16,WS_22759,Piped Supply,27.129361,95.263832,6.8,0.356,17.152,67.0,8.7,38.8,0.67,0.044,1.72,1.23,0.006,Lab Analysis,Agency_6,1,Safe,
Kolasib Rural,Mizoram,2023-07-07,WS_42463,River,25.840146,91.289334,5.3,104.581,1710.768,3490.0,3.5,65.4,14.48,0.26,0.32,1.07,0.045,IoT Sensor,Agency_1,0,High,
Tuensang Village,Nagaland,2023-12-20,WS_31611,Pond,27.09123,96.088176,8.1,6.372,39.861,25.0,8.8,38.3,2.62,0.01,0.2,0.48,0.018,Lab Analysis,Agency_9,0,Safe,
Ukhrul Village,Manipur,2023-06-17,WS_17616,Well,23.64514,91.384538,8.03,7.121,9.136,96.0,6.1,31.8,0.9,0.031,0.27,1.41,0.024,Water Testing Kit,Agency_2,0,Safe,164.0
Itanagar Rural,Arunachal Pradesh,2023-07-12,WS_87038,Spring,25.917318,90.846052,8.5,3.554,25.709,99.0,5.8,14.7,0.59,0.014,0.19,0.58,0.048,Water Testing Kit,Agency_1,1,Safe,
Namchi Village,Sikkim,2023-06-12,WS_99532,Well,27.307499,92.368269,7.85,2.361,7.197,55.0,8.4,9.1,2.07,0.019,1.46,0.01,0.033,Lab Analysis,Agency_3,1,Safe,40.0
Zunheboto Village,Nagaland,2024-02-02,WS_44424,Tube Well,26.293751,88.718473,6.69,10.272,66.131,42.0,5.4,33.5,0.18,0.031,0.3,0.14,0.026,Water Testing Kit,Agency_1,0,Safe,104.0
Dimapur Village,Nagaland,2023-06-06,WS_39066,Pond,24.657016,94.408956,6.28,48.418,1330.029,283.0,3.4,169.0,18.89,0.78,0.19,0.97,0.026,IoT Sensor,Agency_7,0,High,
Tura Village,Meghalaya,2023-06-28,WS_93327,Well,25.205696,91.736668,7.5,7.444,53.539,29.0,8.2,42.6,1.11,0.042,0.62,0.64,0.049,Water Testing Kit,Agency_9,0,Safe,54.0
Gyalshing Rural,Sikkim,2024-01-16,WS_88659,Well,24.190675,93.04205,6.37,6.909,15.419,47.0,8.1,28.5,2.22,0.04,1.72,0.71,0.016,IoT Sensor,Agency_4,0,Safe,123.0
Khliehriat Village,Meghalaya,2023-05-12,WS_17803,Piped Supply,26.648886,91.189229,5.59,21.741,390.58,2629.0,2.1,119.0,14.92,0.4,0.57,1.47,0.014,IoT Sensor,Agency_9,0,High,
Rangpo Rural,Sikkim,2023-04-10,WS_63348,Tube Well,24.641781,96.234849,7.43,0.658,46.469,22.0,5.9,26.4,2.95,0.021,1.69,0.13,0.047,IoT Sensor,Agency_9,1,Safe,119.0
Imphal Rural,Manipur,2023-05-01,WS_82809,Tube Well,24.008728,91.576407,7.09,3.002,12.6,52.0,6.5,0.7,1.18,0.003,0.68,0.59,0.033,Water Testing Kit,Agency_9,1,Safe,159.0
Tezpur Village,Arunachal Pradesh,2024-02-17,WS_45572,Well,24.433901,92.905445,5.3,104.732,2650.829,614.0,3.7,96.0,17.45,0.41,1.34,0.77,0.015,Water Testing Kit,Agency_7,0,High,37.0
Baghmara Rural,Meghalaya,2024-02-11,WS_95975,River,23.047457,94.886278,5.9,108.884,1483.017,2479.0,3.7,148.8,10.94,1.28,1.6,0.26,0.043,Water Testing Kit,Agency_8,0,High,
Amarpur Village,Tripura,2023-07-25,WS_99040,Well,24.272284,91.745345,6.26,6.385,56.369,48.0,8.6,37.8,2.38,0.008,1.42,0.51,0.043,IoT Sensor,Agency_4,0,Safe,156.0
Phek Rural,Nagaland,2023-08-06,WS_66058,Well,26.954412,95.258107,7.47,5.59,43.275,46.0,7.9,15.7,0.53,0.002,0.48,0.74,0.012,IoT Sensor,Agency_6,0,Safe,7.0
Serchhip Village,Mizoram,2023-04-23,WS_84039,Tube Well,26.81501,89.818183,7.36,0.806,45.77,60.0,7.9,32.3,1.33,0.01,0.82,0.41,0.018,Lab Analysis,Agency_8,1,Safe,74.0
Belonia Rural,Tripura,2023-05-25,WS_14299,Piped Supply,24.907234,89.28488,8.22,5.268,48.315,11.0,6.0,21.6,2.15,0.015,1.55,1.37,0.001,Lab Analysis,Agency_4,1,Safe,
Senapati Rural,Manipur,2023-06-09,WS_24434,Tube Well,25.451482,90.74147,8.65,4.365,8.897,42.0,7.7,40.0,0.38,0.028,0.6,0.8,0.003,Water Testing Kit,Agency_9,1,Safe,125.0
Mangan Village,Sikkim,2023-10-05,WS_20263,Spring,24.740542,96.526688,5.3,76.945,1367.769,1853.0,2.3,179.6,8.96,0.7,1.04,1.3,0.013,IoT Sensor,Agency_1,0,High,
Tawang Rural,Arunachal Pradesh,2023-07-06,WS_93289,Well,27.340523,90.356698,6.79,4.276,17.681,77.0,6.5,15.8,2.91,0.02,1.36,1.37,0.019,IoT Sensor,Agency_1,1,Safe,152.0
Naharlagun Village,Arunachal Pradesh,2024-02-13,WS_66664,Piped Supply,27.802632,89.796521,7.51,5.432,36.314,61.0,6.9,28.2,1.56,0.021,0.57,0.13,0.003,Water Testing Kit,Agency_5,1,Safe,
Teliamura Rural,Tripura,2023-06-21,WS_31574,River,26.16084,94.314322,8.05,7.323,15.872,36.0,8.4,1.0,2.34,0.02,1.61,1.04,0.023,Water Testing Kit,Agency_8,0,Safe,
Lawngtlai Village,Mizoram,2023-05-03,WS_48761,River,24.346018,90.10789,5.3,45.139,1446.27,3163.0,1.4,115.1,6.45,0.17,1.89,0.45,0.021,Lab Analysis,Agency_2,0,High,
Dharmanagar Rural,Tripura,2023-07-27,WS_80208,Spring,23.617118,92.815096,6.1,66.977,1046.392,4588.0,3.8,74.5,19.13,1.57,1.41,1.37,0.022,Lab Analysis,Agency_5,0,High,
Tura Village,Meghalaya,2023-12-10,WS_24093,River,26.70183,94.890656,5.56,21.909,1138.61,2524.0,1.5,111.1,8.52,0.51,0.01,0.01,0.043,Lab Analysis,Agency_5,0,High,
Jorhat Village,Assam,2023-06-01,WS_89221,Piped Supply,28.686467,92.270064,8.26,4.886,31.319,82.0,5.4,10.1,1.33,0.004,1.85,0.66,0.041,Lab Analysis,Agency_4,1,Safe,
Senapati Rural,Manipur,2023-12-01,WS_97417,Pond,23.640418,94.978401,7.91,5.032,25.266,32.0,7.8,18.8,1.95,0.021,1.4,1.23,0.007,IoT Sensor,Agency_6,1,Safe,
Jorethang Rural,Sikkim,2023-08-15,WS_35801,Tube Well,26.828459,92.482151,8.39,9.389,4.282,100.0,5.1,7.5,0.24,0.037,0.27,0.78,0.017,IoT Sensor,Agency_4,0,Safe,131.0
Saitual Rural,Mizoram,2023-07-30,WS_15020,Well,25.972195,93.716971,8.25,7.201,35.047,33.0,8.1,26.5,1.03,0.041,0.61,0.72,0.012,Water Testing Kit,Agency_2,0,Safe,63.0
Baghmara Rural,Meghalaya,2023-06-29,WS_78794,River,27.14909,96.74089,5.75,75.274,1685.798,4266.0,3.3,130.3,12.1,0.95,0.91,1.5,0.009,IoT Sensor,Agency_1,0,High,
Jowai Rural,Meghalaya,2024-01-21,WS_31698,Well,24.506503,89.303302,7.45,6.58,34.396,74.0,5.6,10.5,0.17,0.029,0.88,1.08,0.044,Lab Analysis,Agency_1,0,Safe,70.0
